shipment_id,cost_type,calc_method,rate_ref,cost_amount,currency,load_date,update_date
S001437,Base,per-mile,RPM 2.25,1604.5,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001437,Fuel,index,DOE 3.82,140.09,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001438,Base,per-mile,RPM 2.24,1206.45,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001438,Fuel,index,DOE 3.85,93.29,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001439,Base,per-mile,RPM 2.26,2437.31,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001439,Fuel,index,DOE 3.92,180.18,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001440,Base,per-mile,RPM 1.97,568.22,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001440,Fuel,index,DOE 3.90,47.64,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001441,Base,per-mile,RPM 1.77,1833.34,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001441,Fuel,index,DOE 3.90,161.74,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001442,Base,per-mile,RPM 2.37,3220.59,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001442,Fuel,index,DOE 3.94,209.0,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001443,Base,per-mile,RPM 2.33,3866.18,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001443,Fuel,index,DOE 3.94,345.06,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001444,Base,per-mile,RPM 2.10,1046.08,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001444,Fuel,index,DOE 4.08,88.92,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001445,Base,per-mile,RPM 2.40,631.34,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001445,Fuel,index,DOE 3.96,47.74,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001446,Base,per-mile,RPM 2.38,1949.35,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001446,Fuel,index,DOE 3.77,146.4,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001447,Base,per-mile,RPM 2.50,804.83,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001447,Fuel,index,DOE 3.85,51.49,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001448,Base,per-mile,RPM 1.72,896.13,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001448,Fuel,index,DOE 3.85,106.21,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001449,Accessorial: TONU,flat,TONU,75.22,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001450,Base,per-mile,RPM 2.31,1716.72,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001450,Fuel,index,DOE 3.86,132.28,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001451,Accessorial: TONU,flat,TONU,108.69,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001452,Accessorial: Detention,flat,DETENTION,145.8,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001452,Base,per-mile,RPM 1.88,729.86,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001452,Fuel,index,DOE 3.85,75.09,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001453,Accessorial: TONU,flat,TONU,125.58,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001454,Base,per-mile,RPM 2.42,1769.36,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001454,Fuel,index,DOE 3.89,143.05,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001455,Base,per-mile,RPM 1.65,1032.97,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001455,Fuel,index,DOE 3.86,98.58,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001456,Base,per-mile,RPM 2.11,1809.61,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001456,Fuel,index,DOE 3.92,138.28,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001457,Accessorial: Detention,flat,DETENTION,332.69,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001457,Base,per-mile,RPM 2.40,330.69,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001457,Fuel,index,DOE 3.85,34.63,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001458,Base,per-mile,RPM 2.35,1529.66,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001458,Fuel,index,DOE 3.90,111.02,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001459,Base,per-mile,RPM 2.08,329.77,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001459,Fuel,index,DOE 3.94,31.01,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001460,Accessorial: Lumper,flat,LUMPER,76.6,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001460,Base,per-mile,RPM 2.20,3648.39,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001460,Fuel,index,DOE 3.87,286.3,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001461,Base,per-mile,RPM 2.33,1021.67,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001461,Fuel,index,DOE 3.98,67.71,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001462,Accessorial: Layover,flat,LAYOVER,95.57,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001462,Base,per-mile,RPM 2.20,1897.31,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001462,Fuel,index,DOE 3.90,168.57,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001463,Base,per-mile,RPM 2.30,2165.74,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001463,Fuel,index,DOE 3.84,191.64,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001464,Base,per-mile,RPM 2.24,2114.24,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001464,Fuel,index,DOE 3.94,184.47,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001465,Base,per-mile,RPM 2.17,665.35,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001465,Fuel,index,DOE 3.89,56.33,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001466,Base,per-mile,RPM 2.10,1493.05,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001466,Fuel,index,DOE 3.98,135.16,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001467,Base,per-mile,RPM 1.88,737.89,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001467,Fuel,index,DOE 3.85,72.51,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001468,Base,per-mile,RPM 1.93,2885.25,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001468,Fuel,index,DOE 3.89,249.27,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001469,Accessorial: TONU,flat,TONU,197.17,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001470,Accessorial: TONU,flat,TONU,140.33,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001471,Base,per-mile,RPM 1.75,1482.07,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001471,Fuel,index,DOE 3.98,141.94,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001472,Base,per-mile,RPM 2.35,3025.44,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001472,Fuel,index,DOE 3.83,215.27,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001473,Base,per-mile,RPM 2.32,1102.09,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001473,Fuel,index,DOE 3.84,87.46,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001474,Base,per-mile,RPM 2.29,2469.91,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001474,Fuel,index,DOE 3.85,213.95,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001475,Base,per-mile,RPM 2.18,1028.48,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001475,Fuel,index,DOE 3.85,79.29,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001476,Base,per-mile,RPM 1.76,1447.44,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001476,Fuel,index,DOE 3.94,139.4,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001477,Accessorial: Lumper,flat,LUMPER,93.08,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001477,Base,per-mile,RPM 2.21,2085.54,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001477,Fuel,index,DOE 3.94,192.52,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001478,Base,per-mile,RPM 2.11,579.69,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001478,Fuel,index,DOE 4.08,63.51,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001479,Base,per-mile,RPM 2.37,3597.91,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001479,Fuel,index,DOE 3.92,244.61,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001480,Base,per-mile,RPM 1.86,983.18,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001480,Fuel,index,DOE 3.87,84.2,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001481,Base,per-mile,RPM 2.21,1467.84,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001481,Fuel,index,DOE 4.08,112.8,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001482,Base,per-mile,RPM 2.31,2680.8,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001482,Fuel,index,DOE 3.85,192.42,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001483,Base,per-mile,RPM 2.35,1992.59,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001483,Fuel,index,DOE 3.90,130.31,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001484,Base,per-mile,RPM 1.80,1004.9,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001484,Fuel,index,DOE 3.94,88.28,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001485,Accessorial: Detention,flat,DETENTION,89.88,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001485,Base,per-mile,RPM 1.52,730.04,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001485,Fuel,index,DOE 3.87,79.67,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001486,Accessorial: Detention,flat,DETENTION,52.91,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001486,Base,per-mile,RPM 1.95,1325.62,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001486,Fuel,index,DOE 3.92,116.3,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001487,Base,per-mile,RPM 1.94,592.94,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001487,Fuel,index,DOE 3.89,47.51,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001488,Accessorial: TONU,flat,TONU,100.59,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001489,Accessorial: TONU,flat,TONU,196.77,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001490,Base,per-mile,RPM 1.66,1044.39,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001490,Fuel,index,DOE 3.85,104.19,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001491,Base,per-mile,RPM 2.08,607.31,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001491,Fuel,index,DOE 3.92,62.5,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001492,Base,per-mile,RPM 2.22,1289.7,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001492,Fuel,index,DOE 3.89,114.01,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001493,Base,per-mile,RPM 1.81,1033.77,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001493,Fuel,index,DOE 3.89,93.78,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001494,Base,per-mile,RPM 1.95,1481.18,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001494,Fuel,index,DOE 3.86,131.44,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001495,Base,per-mile,RPM 2.28,1642.24,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001495,Fuel,index,DOE 3.87,104.1,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001496,Base,per-mile,RPM 2.18,899.25,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001496,Fuel,index,DOE 3.90,87.59,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001497,Accessorial: TONU,flat,TONU,112.4,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001498,Base,per-mile,RPM 1.77,2317.54,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001498,Fuel,index,DOE 3.82,241.43,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001499,Base,per-mile,RPM 2.44,1042.01,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001499,Fuel,index,DOE 3.90,63.04,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001500,Base,per-mile,RPM 1.78,713.74,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001500,Fuel,index,DOE 3.83,69.88,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001501,Base,per-mile,RPM 2.74,920.06,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001501,Fuel,index,DOE 3.85,56.08,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001502,Base,per-mile,RPM 2.10,4261.59,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001502,Fuel,index,DOE 3.82,335.8,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001503,Base,per-mile,RPM 1.88,919.43,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001503,Fuel,index,DOE 3.85,81.11,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001504,Base,per-mile,RPM 2.38,1453.04,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001504,Fuel,index,DOE 3.89,125.75,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001505,Base,per-mile,RPM 2.33,1486.45,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001505,Fuel,index,DOE 3.77,112.59,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001506,Base,per-mile,RPM 2.33,4870.35,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001506,Fuel,index,DOE 3.85,362.54,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001507,Base,per-mile,RPM 1.86,3743.72,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001507,Fuel,index,DOE 3.94,300.62,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001508,Accessorial: Layover,flat,LAYOVER,187.25,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001508,Base,per-mile,RPM 2.32,1082.7,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001508,Fuel,index,DOE 3.90,79.5,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001509,Base,per-mile,RPM 1.78,1486.55,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001509,Fuel,index,DOE 3.82,148.56,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001510,Base,per-mile,RPM 2.62,721.56,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001510,Fuel,index,DOE 3.82,42.42,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001511,Accessorial: Detention,flat,DETENTION,124.45,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001511,Base,per-mile,RPM 1.65,585.96,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001511,Fuel,index,DOE 3.94,74.64,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001512,Base,per-mile,RPM 1.87,2905.94,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001512,Fuel,index,DOE 3.87,282.02,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001513,Base,per-mile,RPM 2.56,512.25,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001513,Fuel,index,DOE 3.86,34.09,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001514,Base,per-mile,RPM 2.35,3569.36,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001514,Fuel,index,DOE 3.85,216.38,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001515,Base,per-mile,RPM 1.82,958.65,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001515,Fuel,index,DOE 3.82,98.6,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001516,Base,per-mile,RPM 2.39,1602.57,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001516,Fuel,index,DOE 3.94,121.34,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001517,Base,per-mile,RPM 1.96,838.88,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001517,Fuel,index,DOE 3.85,67.32,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001518,Base,per-mile,RPM 2.26,3679.97,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001518,Fuel,index,DOE 3.98,275.16,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001519,Base,per-mile,RPM 2.21,1831.78,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001519,Fuel,index,DOE 3.85,152.67,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001520,Base,per-mile,RPM 2.12,363.62,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001520,Fuel,index,DOE 3.94,34.75,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001521,Base,per-mile,RPM 2.20,1833.12,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001521,Fuel,index,DOE 3.85,163.2,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001522,Base,per-mile,RPM 1.86,1472.98,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001522,Fuel,index,DOE 3.89,154.64,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001523,Base,per-mile,RPM 2.46,721.14,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001523,Fuel,index,DOE 3.84,52.39,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001524,Base,per-mile,RPM 2.24,1890.63,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001524,Fuel,index,DOE 3.92,149.54,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001525,Base,per-mile,RPM 2.24,1959.95,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001525,Fuel,index,DOE 3.87,157.52,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001526,Accessorial: TONU,flat,TONU,130.86,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001527,Base,per-mile,RPM 1.62,1177.07,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001527,Fuel,index,DOE 3.90,108.18,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001528,Base,per-mile,RPM 2.27,2009.6,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001528,Fuel,index,DOE 4.08,159.25,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001529,Accessorial: TONU,flat,TONU,77.33,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001530,Base,per-mile,RPM 1.98,1389.96,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001530,Fuel,index,DOE 3.92,128.62,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001531,Base,per-mile,RPM 1.97,564.37,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001531,Fuel,index,DOE 3.83,42.84,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001532,Accessorial: TONU,flat,TONU,156.23,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001533,Base,per-mile,RPM 2.27,1193.51,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001533,Fuel,index,DOE 3.94,99.59,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001534,Base,per-mile,RPM 1.88,982.55,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001534,Fuel,index,DOE 3.94,83.51,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001535,Base,per-mile,RPM 2.35,1032.75,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001535,Fuel,index,DOE 3.94,93.84,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001536,Base,per-mile,RPM 2.32,1194.16,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001536,Fuel,index,DOE 3.85,78.59,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001537,Base,per-mile,RPM 2.41,1949.91,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001537,Fuel,index,DOE 3.92,141.75,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001538,Base,per-mile,RPM 2.35,1528.61,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001538,Fuel,index,DOE 3.89,136.82,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001539,Base,per-mile,RPM 2.12,1870.8,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001539,Fuel,index,DOE 3.87,145.16,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001540,Base,per-mile,RPM 2.39,962.98,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001540,Fuel,index,DOE 3.94,81.67,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001541,Base,per-mile,RPM 1.96,1364.54,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001541,Fuel,index,DOE 3.94,135.97,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
