shipment_id,leg_id,customer_id,carrier_id,equipment_id,origin_loc_id,dest_loc_id,lane_id,tender_ts,pickup_plan_ts,pickup_actual_ts,delivery_plan_ts,delivery_actual_ts,planned_miles,actual_miles,pieces,weight_lbs,cube,revenue,total_cost,fuel_surcharge,accessorial_cost,status,isdeliveredontime,isinfull,isotif,cancel_flag,load_date,update_date
S001094,1,12,13,3,21,2,71,2024-02-12T07:29:00+00:00,2024-02-12T11:29:00+00:00,2024-02-12T12:29:00+00:00,2024-02-14T12:29:00+00:00,2024-02-14T08:29:00+00:00,433.47,444.88,6,18364.14,2672.3,1165.27,866.44,59.49,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001095,1,21,10,3,49,26,175,2024-04-01T18:27:00+00:00,2024-04-02T14:27:00+00:00,2024-04-02T14:27:00+00:00,2024-04-04T15:27:00+00:00,2024-04-04T16:27:00+00:00,476.94,496.53,5,22232.35,1451.45,1169.87,949.33,67.7,133.5,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001096,1,6,8,2,57,2,197,2024-01-28T20:44:00+00:00,2024-01-29T16:44:00+00:00,2024-01-29T18:44:00+00:00,2024-01-30T17:44:00+00:00,2024-01-30T20:44:00+00:00,234.41,230.18,16,20057.52,2243.3,526.52,387.57,32.15,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001097,1,20,6,3,49,10,171,2024-02-21T06:52:00+00:00,2024-02-21T15:52:00+00:00,2024-02-21T15:52:00+00:00,2024-02-22T19:52:00+00:00,2024-02-23T00:52:00+00:00,231.1,233.34,24,12057.25,2846.13,649.98,531.4,32.02,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001098,1,17,7,2,9,42,38,2024-01-29T07:08:00+00:00,2024-01-29T14:08:00+00:00,2024-01-29T14:08:00+00:00,2024-02-01T19:08:00+00:00,2024-02-01T23:08:00+00:00,900.39,901.72,18,10731.05,1383.87,2153.87,1890.2,123.49,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001099,1,19,9,1,9,34,36,2024-04-27T00:53:00+00:00,2024-04-27T06:53:00+00:00,2024-04-27T08:53:00+00:00,2024-05-01T11:53:00+00:00,2024-05-01T11:53:00+00:00,1663.22,1657.78,2,9760.61,313.24,3247.69,2633.8,232.27,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001100,1,25,9,3,13,6,44,2024-01-29T04:33:00+00:00,2024-01-29T12:33:00+00:00,2024-01-29T14:33:00+00:00,2024-02-02T18:33:00+00:00,2024-02-02T17:33:00+00:00,1746.69,1726.9,6,24796.08,1441.15,3425.52,2836.62,239.56,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001101,1,22,9,2,45,26,161,2024-03-02T00:36:00+00:00,2024-03-02T09:36:00+00:00,2024-03-02T12:36:00+00:00,2024-03-04T13:36:00+00:00,2024-03-05T01:36:00+00:00,365.45,377.53,21,2913.42,1173.52,780.99,633.25,49.72,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001102,1,16,11,2,45,6,156,2024-04-08T21:05:00+00:00,2024-04-09T15:05:00+00:00,2024-04-09T15:05:00+00:00,2024-04-11T18:05:00+00:00,2024-04-11T23:05:00+00:00,426.68,435.7,15,7369.57,2185.21,1106.3,810.08,60.08,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001103,1,17,1,1,21,46,81,2024-01-07T11:28:00+00:00,2024-01-08T11:28:00+00:00,2024-01-08T11:28:00+00:00,2024-01-11T16:28:00+00:00,2024-01-11T20:28:00+00:00,637.53,658.65,8,34169.47,2048.27,1611.51,1368.26,91.64,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001104,1,9,4,1,1,54,13,2024-02-29T22:19:00+00:00,2024-03-01T06:19:00+00:00,2024-03-01T09:19:00+00:00,2024-03-02T14:19:00+00:00,2024-03-02T12:19:00+00:00,221.31,231.42,21,5442.66,3359.88,625.66,450.62,30.11,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001105,1,25,13,3,33,50,124,2024-06-17T15:13:00+00:00,2024-06-18T11:13:00+00:00,2024-06-18T11:13:00+00:00,2024-06-22T13:13:00+00:00,2024-06-22T15:13:00+00:00,1900.45,1979.35,6,17219.15,1091.51,4426.15,3252.34,266.06,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001106,1,11,14,2,25,10,87,2024-02-23T21:07:00+00:00,2024-02-24T08:07:00+00:00,2024-02-24T10:07:00+00:00,2024-02-26T11:07:00+00:00,2024-02-26T07:07:00+00:00,416.29,409.77,20,40777.44,2924.54,1122.97,852.76,57.68,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001107,1,9,8,1,45,6,156,2024-04-02T19:50:00+00:00,2024-04-03T06:50:00+00:00,,2024-04-05T06:50:00+00:00,,405.59,0.0,17,37615.64,315.62,0.0,0.0,0.0,0.0,Cancelled,False,False,False,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001108,1,25,6,2,9,42,38,2024-04-27T04:40:00+00:00,2024-04-27T10:40:00+00:00,2024-04-27T10:40:00+00:00,2024-04-30T13:40:00+00:00,2024-04-30T20:40:00+00:00,875.13,916.09,11,12236.85,711.52,2066.75,1688.91,122.21,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001109,1,22,3,2,21,26,76,2024-04-08T18:33:00+00:00,2024-04-09T08:33:00+00:00,,2024-04-11T08:33:00+00:00,,527.73,0.0,20,35305.4,282.31,0.0,0.0,0.0,0.0,Cancelled,False,False,False,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001110,1,23,12,2,33,10,115,2024-01-06T00:06:00+00:00,2024-01-06T15:06:00+00:00,2024-01-06T15:06:00+00:00,2024-01-10T18:06:00+00:00,2024-01-10T15:06:00+00:00,1697.86,1682.92,19,40106.25,982.65,3494.53,2563.95,253.32,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001111,1,4,5,2,1,10,2,2024-06-23T22:23:00+00:00,2024-06-24T14:23:00+00:00,2024-06-24T14:23:00+00:00,2024-06-28T16:23:00+00:00,2024-06-28T22:23:00+00:00,709.46,702.83,20,39744.45,2280.78,1205.34,1026.14,100.71,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001112,1,23,5,3,57,38,206,2024-01-07T22:25:00+00:00,2024-01-08T14:25:00+00:00,2024-01-08T17:25:00+00:00,2024-01-12T16:25:00+00:00,2024-01-12T19:25:00+00:00,665.64,666.87,9,30682.42,2039.66,1257.23,982.77,95.69,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001113,1,11,3,1,45,2,155,2024-02-08T23:57:00+00:00,2024-02-09T06:57:00+00:00,2024-02-09T09:57:00+00:00,2024-02-12T12:57:00+00:00,2024-02-12T16:57:00+00:00,688.74,721.87,24,5954.22,3090.86,1623.19,1399.11,92.12,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001114,1,24,14,2,9,30,35,2024-05-10T20:40:00+00:00,2024-05-11T07:40:00+00:00,,2024-05-14T07:40:00+00:00,,667.58,0.0,6,936.2,531.06,0.0,0.0,0.0,0.0,Cancelled,False,False,False,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001115,1,25,14,1,13,34,50,2024-02-26T00:02:00+00:00,2024-02-26T18:02:00+00:00,2024-02-26T19:02:00+00:00,2024-02-29T21:02:00+00:00,2024-03-01T05:02:00+00:00,969.5,959.21,2,20023.73,1216.24,2362.72,1850.53,131.9,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001116,1,10,13,1,1,22,5,2024-01-19T02:02:00+00:00,2024-01-19T17:02:00+00:00,2024-01-19T20:02:00+00:00,2024-01-22T01:02:00+00:00,2024-01-22T05:02:00+00:00,452.7,464.76,18,26278.57,765.42,1276.05,1007.01,64.17,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001117,1,6,8,2,45,26,161,2024-03-05T06:45:00+00:00,2024-03-05T17:45:00+00:00,2024-03-05T17:45:00+00:00,2024-03-07T21:45:00+00:00,2024-03-07T22:45:00+00:00,386.96,391.67,21,19051.85,123.63,881.01,688.08,53.3,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001118,1,24,14,2,9,38,37,2024-05-30T17:57:00+00:00,2024-05-31T11:57:00+00:00,2024-05-31T11:57:00+00:00,2024-06-04T17:57:00+00:00,2024-06-05T14:57:00+00:00,1156.14,1171.0,21,643.4,1704.23,2738.96,2007.49,159.61,0.0,Exception,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001119,1,1,11,3,53,50,195,2024-05-02T17:18:00+00:00,2024-05-03T15:18:00+00:00,2024-05-03T15:18:00+00:00,2024-05-06T19:18:00+00:00,2024-05-07T02:18:00+00:00,694.18,697.71,20,34479.69,937.36,1643.78,1202.11,97.84,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001120,1,9,12,2,45,26,161,2024-01-21T21:37:00+00:00,2024-01-22T11:37:00+00:00,2024-01-22T11:37:00+00:00,2024-01-24T15:37:00+00:00,2024-01-24T08:37:00+00:00,366.5,371.94,11,5165.58,844.85,1042.77,769.1,51.31,256.63,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001121,1,14,4,2,45,14,158,2024-05-21T07:46:00+00:00,2024-05-21T11:46:00+00:00,2024-05-21T11:46:00+00:00,2024-05-25T19:46:00+00:00,2024-05-25T10:46:00+00:00,1328.19,1378.43,6,9916.85,2898.1,3366.12,2847.39,183.62,302.98,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001122,1,4,3,1,25,34,92,2024-04-28T15:52:00+00:00,2024-04-29T14:52:00+00:00,2024-04-29T14:52:00+00:00,2024-05-03T20:52:00+00:00,2024-05-03T23:52:00+00:00,1941.91,1946.19,19,18905.35,2663.1,4808.07,3568.76,273.71,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001123,1,16,14,1,1,58,14,2024-05-22T02:15:00+00:00,2024-05-22T09:15:00+00:00,2024-05-22T12:15:00+00:00,2024-05-23T16:15:00+00:00,2024-05-23T21:15:00+00:00,226.55,222.32,23,18660.45,1937.64,635.76,542.23,31.32,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001124,1,12,11,3,1,34,8,2024-03-23T23:32:00+00:00,2024-03-24T07:32:00+00:00,2024-03-24T07:32:00+00:00,2024-03-28T12:32:00+00:00,2024-03-28T09:32:00+00:00,2141.57,2108.37,19,26886.33,1699.95,5133.88,4217.51,291.79,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001125,1,1,4,1,57,26,203,2024-01-06T21:19:00+00:00,2024-01-07T16:19:00+00:00,2024-01-07T16:19:00+00:00,2024-01-09T21:19:00+00:00,2024-01-10T00:19:00+00:00,519.49,513.12,4,10696.96,1314.03,1225.06,939.71,77.51,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001126,1,24,7,2,5,54,27,2024-06-21T10:09:00+00:00,2024-06-21T18:09:00+00:00,2024-06-21T18:09:00+00:00,2024-06-24T00:09:00+00:00,2024-06-24T07:09:00+00:00,409.66,427.45,15,21863.13,1692.62,1313.6,1114.09,57.35,263.23,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001127,1,15,14,1,13,6,44,2024-04-09T08:04:00+00:00,2024-04-09T16:04:00+00:00,2024-04-09T19:04:00+00:00,2024-04-13T18:04:00+00:00,2024-04-14T06:04:00+00:00,1766.13,1762.07,11,32657.98,1464.12,4314.3,3456.05,248.67,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001128,1,17,13,1,37,50,138,2024-05-30T05:14:00+00:00,2024-05-30T17:14:00+00:00,2024-05-30T17:14:00+00:00,2024-06-04T01:14:00+00:00,2024-06-04T02:14:00+00:00,1001.54,1017.26,20,8882.7,2012.11,2488.87,2041.42,138.26,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001129,1,25,15,3,17,58,70,2024-03-02T12:08:00+00:00,2024-03-02T17:08:00+00:00,2024-03-02T18:08:00+00:00,2024-03-04T21:08:00+00:00,2024-03-05T05:08:00+00:00,544.96,534.38,2,32641.35,3374.19,1227.82,1069.31,74.14,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001130,1,3,12,1,25,46,95,2024-01-08T17:03:00+00:00,2024-01-09T08:03:00+00:00,2024-01-09T08:03:00+00:00,2024-01-11T14:03:00+00:00,2024-01-11T17:03:00+00:00,379.28,390.24,17,38541.94,1906.26,805.49,637.97,54.52,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001131,1,19,14,1,37,50,138,2024-02-15T01:51:00+00:00,2024-02-15T08:51:00+00:00,2024-02-15T08:51:00+00:00,2024-02-19T16:51:00+00:00,2024-02-19T04:51:00+00:00,1008.8,1037.21,12,29586.99,1904.08,2752.89,2409.29,138.46,198.35,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001132,1,1,14,2,5,22,19,2024-05-15T20:19:00+00:00,2024-05-16T17:19:00+00:00,2024-05-16T17:19:00+00:00,2024-05-18T00:19:00+00:00,2024-05-18T03:19:00+00:00,287.19,283.76,1,43115.3,1782.18,735.1,642.32,39.53,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001133,1,15,12,1,13,34,50,2024-03-08T05:03:00+00:00,2024-03-08T18:03:00+00:00,2024-03-08T18:03:00+00:00,2024-03-11T19:03:00+00:00,2024-03-12T03:03:00+00:00,962.94,986.76,2,11844.02,3363.75,1950.67,1595.98,132.64,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001134,1,17,15,2,25,34,92,2024-02-29T19:32:00+00:00,2024-03-01T17:32:00+00:00,2024-03-01T19:32:00+00:00,2024-03-05T20:32:00+00:00,2024-03-06T17:32:00+00:00,1903.82,1957.61,12,4715.04,2765.64,4304.63,3163.55,259.01,0.0,Exception,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001135,1,6,7,3,5,10,16,2024-05-04T19:01:00+00:00,2024-05-05T06:01:00+00:00,2024-05-05T06:01:00+00:00,2024-05-08T11:01:00+00:00,2024-05-08T18:01:00+00:00,834.64,826.01,3,38577.26,2367.55,2084.05,1771.45,117.64,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001136,1,7,2,2,13,50,54,2024-05-30T03:37:00+00:00,2024-05-30T07:37:00+00:00,2024-05-30T09:37:00+00:00,2024-06-03T08:37:00+00:00,2024-06-03T16:37:00+00:00,1404.7,1440.2,14,34611.65,1560.2,3430.35,2667.7,193.92,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001137,1,8,12,2,49,26,175,2024-05-24T02:08:00+00:00,2024-05-24T16:08:00+00:00,2024-05-24T16:08:00+00:00,2024-05-26T18:08:00+00:00,2024-05-27T00:08:00+00:00,493.75,513.29,11,14184.39,1563.13,1105.14,850.71,68.26,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001138,1,25,15,2,29,50,110,2024-05-21T14:08:00+00:00,2024-05-22T14:08:00+00:00,2024-05-22T17:08:00+00:00,2024-05-25T16:08:00+00:00,2024-05-26T01:08:00+00:00,870.35,884.09,23,9472.06,2360.34,2217.0,1665.36,120.33,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001139,1,21,5,3,9,26,34,2024-03-07T16:01:00+00:00,2024-03-08T11:01:00+00:00,2024-03-08T14:01:00+00:00,2024-03-11T13:01:00+00:00,2024-03-12T01:01:00+00:00,426.73,439.14,16,21756.58,923.24,881.52,750.69,58.78,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001140,1,25,14,3,21,54,83,2024-04-26T20:02:00+00:00,2024-04-27T09:02:00+00:00,2024-04-27T09:02:00+00:00,2024-04-29T16:02:00+00:00,2024-04-29T10:02:00+00:00,345.31,352.75,18,15796.18,2297.98,918.75,770.53,48.22,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001141,1,10,10,2,1,22,5,2024-03-06T19:01:00+00:00,2024-03-07T07:01:00+00:00,2024-03-07T08:01:00+00:00,2024-03-09T12:01:00+00:00,2024-03-09T10:01:00+00:00,430.36,444.14,15,1852.07,1994.65,1176.91,1034.11,59.28,222.05,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001142,1,13,15,2,41,14,144,2024-03-03T12:45:00+00:00,2024-03-04T07:45:00+00:00,2024-03-04T09:45:00+00:00,2024-03-06T08:45:00+00:00,2024-03-06T15:45:00+00:00,372.02,389.0,15,24721.27,1283.33,1039.34,797.74,51.25,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001143,1,22,14,2,5,22,19,2024-06-08T03:58:00+00:00,2024-06-08T15:58:00+00:00,2024-06-08T16:58:00+00:00,2024-06-09T21:58:00+00:00,2024-06-10T01:58:00+00:00,286.49,290.65,10,30125.85,3027.93,796.9,638.42,39.99,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001144,1,5,7,1,29,46,109,2024-05-26T20:59:00+00:00,2024-05-27T08:59:00+00:00,2024-05-27T08:59:00+00:00,2024-05-29T12:59:00+00:00,2024-05-29T07:59:00+00:00,551.23,555.23,22,16446.37,328.65,1577.86,1329.55,76.1,263.15,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001145,1,18,6,3,5,10,16,2024-05-02T02:22:00+00:00,2024-05-02T06:22:00+00:00,,2024-05-05T06:22:00+00:00,,795.54,0.0,23,38321.02,502.84,0.0,0.0,0.0,0.0,Cancelled,False,False,False,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001146,1,6,1,3,17,26,62,2024-02-29T06:22:00+00:00,2024-02-29T15:22:00+00:00,2024-02-29T15:22:00+00:00,2024-03-03T23:22:00+00:00,2024-03-04T02:22:00+00:00,976.6,1025.07,15,8918.39,2767.0,2329.24,1755.39,132.87,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001147,1,23,7,1,37,10,129,2024-01-10T09:11:00+00:00,2024-01-10T15:11:00+00:00,2024-01-10T15:11:00+00:00,2024-01-14T17:11:00+00:00,2024-01-15T06:11:00+00:00,1147.85,1170.63,13,42749.4,3246.23,2731.59,2357.49,165.0,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001148,1,11,4,2,1,58,14,2024-05-10T06:15:00+00:00,2024-05-10T13:15:00+00:00,,2024-05-11T13:15:00+00:00,,236.0,0.0,12,8395.91,1983.09,0.0,0.0,0.0,0.0,Cancelled,False,False,False,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001149,1,3,9,1,1,26,6,2024-05-29T16:03:00+00:00,2024-05-30T11:03:00+00:00,2024-05-30T13:03:00+00:00,2024-06-01T19:03:00+00:00,2024-06-01T11:03:00+00:00,349.03,343.31,6,30269.83,1615.85,814.3,702.13,48.18,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001150,1,12,10,3,1,26,6,2024-04-16T10:45:00+00:00,2024-04-16T14:45:00+00:00,2024-04-16T16:45:00+00:00,2024-04-18T17:45:00+00:00,2024-04-19T04:45:00+00:00,333.47,340.72,21,30935.92,2017.31,688.4,553.19,46.14,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001151,1,25,1,1,9,58,42,2024-05-22T19:39:00+00:00,2024-05-23T18:39:00+00:00,2024-05-23T19:39:00+00:00,2024-05-26T20:39:00+00:00,2024-05-26T17:39:00+00:00,962.6,962.42,3,20721.28,90.67,2207.48,1783.93,133.08,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001152,1,24,5,1,57,2,197,2024-01-30T17:40:00+00:00,2024-01-31T14:40:00+00:00,2024-01-31T15:40:00+00:00,2024-02-02T22:40:00+00:00,2024-02-02T23:40:00+00:00,222.45,224.09,20,13170.14,1407.04,608.95,442.64,30.51,141.1,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001153,1,15,3,2,57,18,201,2024-07-01T23:18:00+00:00,2024-07-02T07:18:00+00:00,2024-07-02T10:18:00+00:00,2024-07-04T12:18:00+00:00,2024-07-04T09:18:00+00:00,524.25,547.86,20,38337.14,3011.18,1288.69,958.01,75.05,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001154,1,10,2,3,45,26,161,2024-04-04T16:02:00+00:00,2024-04-05T10:02:00+00:00,2024-04-05T13:02:00+00:00,2024-04-07T17:02:00+00:00,2024-04-07T22:02:00+00:00,372.06,368.56,14,13101.82,366.19,1010.86,882.72,52.81,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001155,1,15,10,3,33,42,122,2024-02-21T17:13:00+00:00,2024-02-22T11:13:00+00:00,2024-02-22T11:13:00+00:00,2024-02-26T16:13:00+00:00,2024-02-26T11:13:00+00:00,1134.18,1146.31,1,12262.71,59.46,2228.15,1817.33,157.14,0.0,Delivered,True,False,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001156,1,2,8,3,9,50,40,2024-04-01T00:32:00+00:00,2024-04-01T18:32:00+00:00,2024-04-01T18:32:00+00:00,2024-04-03T01:32:00+00:00,2024-04-02T22:32:00+00:00,225.73,224.51,11,34269.68,456.44,512.17,445.83,32.04,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001157,1,12,6,2,57,50,209,2024-04-18T21:54:00+00:00,2024-04-19T08:54:00+00:00,2024-04-19T09:54:00+00:00,2024-04-22T16:54:00+00:00,2024-04-22T18:54:00+00:00,971.31,991.34,24,37652.24,3070.34,2416.96,2013.09,134.38,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001158,1,11,14,3,9,58,42,2024-05-23T20:44:00+00:00,2024-05-24T06:44:00+00:00,2024-05-24T06:44:00+00:00,2024-05-27T10:44:00+00:00,2024-05-27T12:44:00+00:00,952.23,986.69,1,32531.97,2814.38,2160.85,1879.49,131.65,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001159,1,14,1,2,17,6,58,2024-02-03T23:50:00+00:00,2024-02-04T10:50:00+00:00,2024-02-04T10:50:00+00:00,2024-02-07T11:50:00+00:00,2024-02-07T10:50:00+00:00,715.57,737.73,13,10868.73,3190.97,1766.13,1523.6,98.14,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001160,1,15,7,1,53,38,192,2024-06-11T04:31:00+00:00,2024-06-11T17:31:00+00:00,2024-06-11T17:31:00+00:00,2024-06-14T23:31:00+00:00,2024-06-15T06:31:00+00:00,852.0,864.13,12,38883.47,2215.8,2024.23,1703.69,120.86,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001161,1,9,2,3,37,6,128,2024-04-15T22:26:00+00:00,2024-04-16T08:26:00+00:00,2024-04-16T11:26:00+00:00,2024-04-20T11:26:00+00:00,2024-04-20T14:26:00+00:00,1209.33,1251.64,1,20554.63,2886.59,2924.58,2525.46,167.31,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001162,1,7,13,1,41,6,142,2024-05-30T21:17:00+00:00,2024-05-31T17:17:00+00:00,2024-05-31T19:17:00+00:00,2024-06-05T01:17:00+00:00,2024-06-05T04:17:00+00:00,1423.45,1426.43,18,26125.7,845.82,3561.55,3106.02,196.51,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001163,1,3,14,2,41,30,148,2024-06-26T11:28:00+00:00,2024-06-27T11:28:00+00:00,2024-06-27T13:28:00+00:00,2024-06-30T18:28:00+00:00,2024-06-30T22:28:00+00:00,604.13,623.23,11,37469.27,531.89,1425.12,1115.94,85.76,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001164,1,14,5,2,53,58,196,2024-01-30T22:03:00+00:00,2024-01-31T11:03:00+00:00,2024-01-31T14:03:00+00:00,2024-02-03T19:03:00+00:00,2024-02-04T01:03:00+00:00,334.24,343.93,12,30616.86,1478.83,661.51,554.65,45.84,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001165,1,20,3,3,25,54,97,2024-01-03T23:33:00+00:00,2024-01-04T16:33:00+00:00,2024-01-04T16:33:00+00:00,2024-01-05T17:33:00+00:00,2024-01-05T20:33:00+00:00,201.76,200.46,18,30788.95,3499.39,540.75,392.58,30.1,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
