shipment_id,event_seq,event_type,event_ts,facility_loc_id,notes,load_date,update_date
S001750,1,Tendered,2024-01-03T13:15:00+00:00,5,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001750,2,Accepted,2024-01-03T14:15:00+00:00,5,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001750,3,AtOrigin,2024-01-04T10:15:00+00:00,5,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001750,4,PickedUp,2024-01-04T11:15:00+00:00,5,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001750,5,AtDest,2024-01-06T15:15:00+00:00,46,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001750,6,Delivered,2024-01-06T18:15:00+00:00,46,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001751,1,Tendered,2024-03-04T02:23:00+00:00,13,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001751,2,Exception,2024-03-04T04:23:00+00:00,13,Tender Not Used,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001752,1,Tendered,2024-04-18T20:36:00+00:00,21,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001752,2,Accepted,2024-04-18T22:36:00+00:00,21,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001752,3,AtOrigin,2024-04-19T15:36:00+00:00,21,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001752,4,PickedUp,2024-04-19T16:36:00+00:00,21,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001752,5,AtDest,2024-04-23T11:36:00+00:00,38,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001752,6,Delivered,2024-04-23T14:36:00+00:00,38,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001753,1,Tendered,2024-06-02T17:58:00+00:00,29,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001753,2,Exception,2024-06-02T19:58:00+00:00,29,Tender Not Used,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001754,1,Tendered,2024-02-08T19:59:00+00:00,57,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001754,2,Accepted,2024-02-08T20:59:00+00:00,57,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001754,3,AtOrigin,2024-02-09T17:59:00+00:00,57,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001754,4,PickedUp,2024-02-09T18:59:00+00:00,57,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001754,5,AtDest,2024-02-11T21:59:00+00:00,26,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001754,6,Delivered,2024-02-11T23:59:00+00:00,26,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001755,1,Tendered,2024-07-01T03:20:00+00:00,53,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001755,2,Accepted,2024-07-01T06:20:00+00:00,53,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001755,3,AtOrigin,2024-07-01T10:20:00+00:00,53,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001755,4,PickedUp,2024-07-01T11:20:00+00:00,53,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001755,5,AtDest,2024-07-04T10:20:00+00:00,10,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001755,6,Delivered,2024-07-04T11:20:00+00:00,10,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001756,1,Tendered,2024-03-06T14:27:00+00:00,17,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001756,2,Accepted,2024-03-06T15:27:00+00:00,17,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001756,3,AtOrigin,2024-03-07T10:27:00+00:00,17,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001756,4,PickedUp,2024-03-07T11:27:00+00:00,17,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001756,5,DwellStart,2024-03-07T23:27:00+00:00,17,Facility dwell,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001756,6,DwellEnd,2024-03-07T23:36:00+00:00,17,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001756,7,AtDest,2024-03-10T21:27:00+00:00,26,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001756,8,Delivered,2024-03-10T23:27:00+00:00,26,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001757,1,Tendered,2024-03-18T02:51:00+00:00,33,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001757,2,Accepted,2024-03-18T05:51:00+00:00,33,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001757,3,AtOrigin,2024-03-18T12:51:00+00:00,33,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001757,4,PickedUp,2024-03-18T13:51:00+00:00,33,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001757,5,AtDest,2024-03-22T21:51:00+00:00,54,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001757,6,Delivered,2024-03-22T22:51:00+00:00,54,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001758,1,Tendered,2024-01-12T19:40:00+00:00,1,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001758,2,Accepted,2024-01-12T20:40:00+00:00,1,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001758,3,AtOrigin,2024-01-13T10:40:00+00:00,1,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001758,4,PickedUp,2024-01-13T11:40:00+00:00,1,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001758,5,AtDest,2024-01-15T22:40:00+00:00,54,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001758,6,Delivered,2024-01-15T23:40:00+00:00,54,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001758,7,Exception,2024-01-15T20:40:00+00:00,54,Mechanical,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001759,1,Tendered,2024-01-16T10:48:00+00:00,1,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001759,2,Accepted,2024-01-16T13:48:00+00:00,1,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001759,3,AtOrigin,2024-01-17T08:48:00+00:00,1,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001759,4,PickedUp,2024-01-17T09:48:00+00:00,1,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001759,5,AtDest,2024-01-22T06:48:00+00:00,30,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001759,6,Delivered,2024-01-22T07:48:00+00:00,30,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001760,1,Tendered,2024-01-26T02:09:00+00:00,49,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001760,2,Accepted,2024-01-26T04:09:00+00:00,49,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001760,3,AtOrigin,2024-01-26T17:09:00+00:00,49,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001760,4,PickedUp,2024-01-26T18:09:00+00:00,49,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001760,5,AtDest,2024-01-30T22:09:00+00:00,42,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001760,6,Delivered,2024-01-31T02:09:00+00:00,42,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001761,1,Tendered,2024-02-11T01:59:00+00:00,1,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001761,2,Accepted,2024-02-11T02:59:00+00:00,1,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001761,3,AtOrigin,2024-02-11T12:59:00+00:00,1,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001761,4,PickedUp,2024-02-11T13:59:00+00:00,1,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001761,5,AtDest,2024-02-15T15:59:00+00:00,30,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001761,6,Delivered,2024-02-15T17:59:00+00:00,30,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001762,1,Tendered,2024-06-17T16:32:00+00:00,41,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001762,2,Accepted,2024-06-17T17:32:00+00:00,41,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001762,3,AtOrigin,2024-06-18T09:32:00+00:00,41,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001762,4,PickedUp,2024-06-18T10:32:00+00:00,41,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001762,5,DwellStart,2024-06-18T12:32:00+00:00,41,Facility dwell,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001762,6,DwellEnd,2024-06-18T12:42:00+00:00,41,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001762,7,AtDest,2024-06-23T11:32:00+00:00,6,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001762,8,Delivered,2024-06-23T15:32:00+00:00,6,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001762,9,Exception,2024-06-23T08:32:00+00:00,6,Facility Delay,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001763,1,Tendered,2024-05-20T17:39:00+00:00,1,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001763,2,Accepted,2024-05-20T20:39:00+00:00,1,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001763,3,AtOrigin,2024-05-21T12:39:00+00:00,1,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001763,4,PickedUp,2024-05-21T13:39:00+00:00,1,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001763,5,AtDest,2024-05-22T20:39:00+00:00,54,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001763,6,Delivered,2024-05-23T00:39:00+00:00,54,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001764,1,Tendered,2024-01-25T23:55:00+00:00,17,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001764,2,Exception,2024-01-26T01:55:00+00:00,17,Tender Not Used,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001765,1,Tendered,2024-06-23T17:52:00+00:00,45,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001765,2,Accepted,2024-06-23T19:52:00+00:00,45,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001765,3,AtOrigin,2024-06-24T16:52:00+00:00,45,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001765,4,PickedUp,2024-06-24T17:52:00+00:00,45,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001765,5,DwellStart,2024-06-25T03:52:00+00:00,45,Facility dwell,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001765,6,DwellEnd,2024-06-25T09:02:00+00:00,45,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001765,7,AtDest,2024-06-27T17:52:00+00:00,2,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001765,8,Delivered,2024-06-27T19:52:00+00:00,2,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001766,1,Tendered,2024-01-07T05:51:00+00:00,53,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001766,2,Exception,2024-01-07T07:51:00+00:00,53,Tender Not Used,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001767,1,Tendered,2024-04-19T18:54:00+00:00,45,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001767,2,Accepted,2024-04-19T20:54:00+00:00,45,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001767,3,AtOrigin,2024-04-20T07:54:00+00:00,45,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001767,4,PickedUp,2024-04-20T08:54:00+00:00,45,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001767,5,AtDest,2024-04-22T07:54:00+00:00,6,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001767,6,Delivered,2024-04-22T13:54:00+00:00,6,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001768,1,Tendered,2024-02-17T16:49:00+00:00,57,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001768,2,Accepted,2024-02-17T18:49:00+00:00,57,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001768,3,AtOrigin,2024-02-18T10:49:00+00:00,57,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001768,4,PickedUp,2024-02-18T11:49:00+00:00,57,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001768,5,AtDest,2024-02-20T12:49:00+00:00,26,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001768,6,Delivered,2024-02-20T16:49:00+00:00,26,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001769,1,Tendered,2024-06-11T11:22:00+00:00,53,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001769,2,Accepted,2024-06-11T13:22:00+00:00,53,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001769,3,AtOrigin,2024-06-12T06:22:00+00:00,53,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001769,4,PickedUp,2024-06-12T07:22:00+00:00,53,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001769,5,DwellStart,2024-06-12T12:22:00+00:00,53,Facility dwell,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001769,6,DwellEnd,2024-06-12T12:36:00+00:00,53,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001769,7,AtDest,2024-06-15T06:22:00+00:00,18,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001769,8,Delivered,2024-06-15T07:22:00+00:00,18,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001770,1,Tendered,2024-01-23T16:55:00+00:00,45,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001770,2,Accepted,2024-01-23T19:55:00+00:00,45,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001770,3,AtOrigin,2024-01-24T09:55:00+00:00,45,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001770,4,PickedUp,2024-01-24T10:55:00+00:00,45,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001770,5,DwellStart,2024-01-24T15:55:00+00:00,45,Facility dwell,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001770,6,DwellEnd,2024-01-24T16:22:00+00:00,45,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001770,7,AtDest,2024-01-26T13:55:00+00:00,30,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001770,8,Delivered,2024-01-26T17:55:00+00:00,30,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001771,1,Tendered,2024-05-13T18:51:00+00:00,53,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001771,2,Accepted,2024-05-13T19:51:00+00:00,53,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001771,3,AtOrigin,2024-05-14T11:51:00+00:00,53,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001771,4,PickedUp,2024-05-14T12:51:00+00:00,53,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001771,5,AtDest,2024-05-16T07:51:00+00:00,6,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001771,6,Delivered,2024-05-16T11:51:00+00:00,6,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001772,1,Tendered,2024-03-06T02:16:00+00:00,49,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001772,2,Accepted,2024-03-06T04:16:00+00:00,49,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001772,3,AtOrigin,2024-03-06T17:16:00+00:00,49,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001772,4,PickedUp,2024-03-06T18:16:00+00:00,49,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001772,5,AtDest,2024-03-09T14:16:00+00:00,6,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001772,6,Delivered,2024-03-09T17:16:00+00:00,6,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001773,1,Tendered,2024-04-26T20:32:00+00:00,29,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001773,2,Accepted,2024-04-26T21:32:00+00:00,29,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001773,3,AtOrigin,2024-04-27T17:32:00+00:00,29,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001773,4,PickedUp,2024-04-27T18:32:00+00:00,29,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001773,5,AtDest,2024-04-30T17:32:00+00:00,10,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001773,6,Delivered,2024-04-30T23:32:00+00:00,10,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001774,1,Tendered,2024-04-30T00:23:00+00:00,25,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001774,2,Accepted,2024-04-30T03:23:00+00:00,25,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001774,3,AtOrigin,2024-04-30T09:23:00+00:00,25,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001774,4,PickedUp,2024-04-30T10:23:00+00:00,25,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001774,5,AtDest,2024-05-03T16:23:00+00:00,38,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001774,6,Delivered,2024-05-03T19:23:00+00:00,38,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001775,1,Tendered,2024-04-12T02:55:00+00:00,21,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001775,2,Accepted,2024-04-12T04:55:00+00:00,21,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001775,3,AtOrigin,2024-04-12T12:55:00+00:00,21,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001775,4,PickedUp,2024-04-12T13:55:00+00:00,21,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001775,5,AtDest,2024-04-14T13:55:00+00:00,18,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001775,6,Delivered,2024-04-14T17:55:00+00:00,18,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001776,1,Tendered,2024-03-08T01:26:00+00:00,41,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001776,2,Accepted,2024-03-08T04:26:00+00:00,41,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001776,3,AtOrigin,2024-03-08T08:26:00+00:00,41,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001776,4,PickedUp,2024-03-08T09:26:00+00:00,41,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001776,5,AtDest,2024-03-11T12:26:00+00:00,10,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001776,6,Delivered,2024-03-11T13:26:00+00:00,10,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001777,1,Tendered,2024-01-04T23:50:00+00:00,5,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001777,2,Accepted,2024-01-05T00:50:00+00:00,5,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001777,3,AtOrigin,2024-01-05T11:50:00+00:00,5,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001777,4,PickedUp,2024-01-05T12:50:00+00:00,5,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001777,5,DwellStart,2024-01-05T16:50:00+00:00,5,Facility dwell,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001777,6,DwellEnd,2024-01-05T20:33:00+00:00,5,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001777,7,AtDest,2024-01-09T19:50:00+00:00,14,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001777,8,Delivered,2024-01-09T21:50:00+00:00,14,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001778,1,Tendered,2024-03-22T23:30:00+00:00,17,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001778,2,Accepted,2024-03-23T00:30:00+00:00,17,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001778,3,AtOrigin,2024-03-23T12:30:00+00:00,17,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001778,4,PickedUp,2024-03-23T13:30:00+00:00,17,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001778,5,AtDest,2024-03-26T08:30:00+00:00,26,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001778,6,Delivered,2024-03-26T12:30:00+00:00,26,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001779,1,Tendered,2024-05-25T04:18:00+00:00,21,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001779,2,Accepted,2024-05-25T07:18:00+00:00,21,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001779,3,AtOrigin,2024-05-25T09:18:00+00:00,21,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001779,4,PickedUp,2024-05-25T10:18:00+00:00,21,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001779,5,DwellStart,2024-05-25T12:18:00+00:00,21,Facility dwell,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001779,6,DwellEnd,2024-05-25T12:40:00+00:00,21,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001779,7,AtDest,2024-05-27T14:18:00+00:00,58,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001779,8,Delivered,2024-05-27T18:18:00+00:00,58,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001780,1,Tendered,2024-06-09T04:47:00+00:00,13,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001780,2,Accepted,2024-06-09T05:47:00+00:00,13,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001780,3,AtOrigin,2024-06-09T10:47:00+00:00,13,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001780,4,PickedUp,2024-06-09T11:47:00+00:00,13,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001780,5,AtDest,2024-06-11T07:47:00+00:00,42,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001780,6,Delivered,2024-06-11T12:47:00+00:00,42,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001781,1,Tendered,2024-03-19T20:50:00+00:00,1,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001781,2,Accepted,2024-03-19T22:50:00+00:00,1,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001781,3,AtOrigin,2024-03-20T11:50:00+00:00,1,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001781,4,PickedUp,2024-03-20T12:50:00+00:00,1,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001781,5,AtDest,2024-03-23T15:50:00+00:00,26,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001781,6,Delivered,2024-03-23T20:50:00+00:00,26,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001782,1,Tendered,2024-03-25T15:29:00+00:00,1,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S001782,2,Accepted,2024-03-25T17:29:00+00:00,1,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
